id,fold,language,duration,type,categories,is_chunked,freshness,auxiliary_rate,conjugate_rate,normalization_rate,tobe_verb_rate,preposition_rate,pronoun_rate,document_entropy,easiness,silent_period_rate,fraction_stopword_coverage,fraction_stopword_presence,title_word_count,word_count,speaker_speed,topic_1_pageRank_url,topic_1_pageRank_val,topic_2_pageRank_url,topic_2_pageRank_val,topic_3_pageRank_url,topic_3_pageRank_val,topic_4_pageRank_url,topic_4_pageRank_val,topic_5_pageRank_url,topic_5_pageRank_val,topic_1_cosine_url,topic_1_cosine_val,topic_2_cosine_url,topic_2_cosine_val,topic_3_cosine_url,topic_3_cosine_val,topic_4_cosine_url,topic_4_cosine_val,topic_5_cosine_url,topic_5_cosine_val,mean_star_rating,view_count,num_sessions,mean_engagement,med_engagement,stdev_engagement_rate
11,1,en,3620,vtt,stem,1,14740,0.019091801,0.029619056,0.019627085,0.039789455,0.110714604,0.140066018,7.916857759,85.94233163,0.308511291,0.620795107,0.627620662,11,10977,181.9894999,http://en.wikipedia.org/wiki/Dot_product,0.016438778,http://en.wikipedia.org/wiki/Vector_space,0.005615699,http://en.wikipedia.org/wiki/Definiteness_of_a_matrix,0.005097889,http://en.wikipedia.org/wiki/Hyperplane,0.005024528,http://en.wikipedia.org/wiki/Kernel_(operating_system),0.004206277,http://en.wikipedia.org/wiki/Function_(mathematics),0.243254342,http://en.wikipedia.org/wiki/Vector_space,0.229986389,http://en.wikipedia.org/wiki/Imaginary_unit,0.223255383,http://en.wikipedia.org/wiki/Dot_product,0.22281549,http://en.wikipedia.org/wiki/Positive-definite_kernel,0.215980964,-1,478,11,0.02716956,0.0221,0.022526374
12,1,en,4150,vit,stem,0,15550,0.018410186,0.041035788,0.017894012,0.034411562,0.118117688,0.125172058,8.468979669,79.99653442,0,0.636085627,0.595406056,10,11261,162.8881389,http://en.wikipedia.org/wiki/Bayesian_inference,0.00435588,http://en.wikipedia.org/wiki/Physics,0.003959467,http://en.wikipedia.org/wiki/Graphical_model,0.003159127,http://en.wikipedia.org/wiki/Cognitive_science,0.002850361,http://en.wikipedia.org/wiki/Physics_engine,0.002760093,http://en.wikipedia.org/wiki/Being,0.205118806,http://en.wikipedia.org/wiki/Knowledge,0.204622562,http://en.wikipedia.org/wiki/Reality,0.200368628,http://en.wikipedia.org/wiki/Inference,0.195630002,http://en.wikipedia.org/wiki/Human_nature,0.187119946,4.6,5955,329,0.229189552,0.0496,0.313097556
13,1,en,3370,vit,stem,0,14590,0.024219345,0.028789033,0.027570449,0.037623762,0.115308454,0.121249048,8.079370202,83.32228887,0.310081821,0.581039755,0.583396801,12,6452,114.9065004,http://en.wikipedia.org/wiki/Covariance,0.006560079,http://en.wikipedia.org/wiki/Covariance_function,0.006050388,http://en.wikipedia.org/wiki/Inverse_dynamics,0.003658048,http://en.wikipedia.org/wiki/Marginal_likelihood,0.003124063,http://en.wikipedia.org/wiki/Feature_extraction,0.002829004,http://en.wikipedia.org/wiki/Imaginary_unit,0.220873765,http://en.wikipedia.org/wiki/Scientific_method,0.214963423,http://en.wikipedia.org/wiki/Function_(mathematics),0.212783018,http://en.wikipedia.org/wiki/Reality,0.206153628,http://en.wikipedia.org/wiki/Being,0.203335471,-1,406,6,0.226351099,0.07086,0.289531871
14,1,en,1090,vl,stem,0,13720,0.014856557,0.03022541,0.026639344,0.057889344,0.108094262,0.145491803,7.384662879,81.69133029,0.291227704,0.366972477,0.606045082,9,1927,106.4640884,http://en.wikipedia.org/wiki/Dimensionality_reduction,0.01741085,http://en.wikipedia.org/wiki/Scatter_matrix,0.009430808,http://en.wikipedia.org/wiki/Cluster_analysis,0.006042083,http://en.wikipedia.org/wiki/Algorithm,0.00520005,http://en.wikipedia.org/wiki/Semantics,0.004023615,http://en.wikipedia.org/wiki/Cluster_analysis,0.28061322,http://en.wikipedia.org/wiki/Dimension,0.253302123,http://en.wikipedia.org/wiki/Experiment,0.25023278,http://en.wikipedia.org/wiki/Free_will,0.239724589,http://en.wikipedia.org/wiki/Algorithm,0.23821217,-1,672,9,0.186969409,0.07903,0.308998953
15,1,en,340,vl,stem,0,15870,0.012387387,0.037162162,0.02027027,0.043918919,0.097972973,0.132882883,7.339707926,92.56916667,0.027315656,0.327217125,0.626126126,5,864,151.1370262,http://en.wikipedia.org/wiki/Windmill,0.021821011,http://en.wikipedia.org/wiki/Dot_product,0.009579138,http://en.wikipedia.org/wiki/Global_warming,0.006926725,http://en.wikipedia.org/wiki/Unit_vector,0.004323209,http://en.wikipedia.org/wiki/Trigonometric_functions,0.003063019,http://en.wikipedia.org/wiki/Teleological_argument,0.221410689,http://en.wikipedia.org/wiki/Mythology_of_Lost,0.206880335,http://en.wikipedia.org/wiki/Being,0.198702291,http://en.wikipedia.org/wiki/Windmill,0.197685099,http://en.wikipedia.org/wiki/Causality,0.192509573,-1,67,5,0.559600006,0.38687,0.420821935
16,1,en,4030,vl,stem,0,13420,0.016938348,0.047081322,0.025407522,0.038885347,0.124943084,0.107458337,8.142716772,79.37176079,0.161487549,0.617737003,0.590201257,7,10863,161.5716411,http://en.wikipedia.org/wiki/Random_variable,0.011279641,http://en.wikipedia.org/wiki/Graphical_model,0.006959351,http://en.wikipedia.org/wiki/Semantics,0.002808712,http://en.wikipedia.org/wiki/Probability_distribution,0.002606203,http://en.wikipedia.org/wiki/Graph_(discrete_mathematics),0.002598529,http://en.wikipedia.org/wiki/Random_variable,0.233485933,http://en.wikipedia.org/wiki/Graphical_model,0.222375952,http://en.wikipedia.org/wiki/Probability_distribution,0.216800267,http://en.wikipedia.org/wiki/Expected_value,0.207409977,http://en.wikipedia.org/wiki/Being,0.201887564,5,900,13,0.184237026,0.02205,0.323446443
17,1,en,3400,vl,misc,0,15120,0.013876624,0.040999117,0.017535007,0.0446575,0.12955721,0.149993692,8.203298331,84.25813873,0.286536269,0.648318043,0.623060426,4,7688,135.7904033,http://en.wikipedia.org/wiki/Cognition,0.006172981,http://en.wikipedia.org/wiki/Affect_(psychology),0.004141801,http://en.wikipedia.org/wiki/Practical_reason,0.003474443,http://en.wikipedia.org/wiki/Epistemology,0.003200081,http://en.wikipedia.org/wiki/Open-mindedness,0.002918116,http://en.wikipedia.org/wiki/Reality,0.212698168,http://en.wikipedia.org/wiki/Being,0.208694212,http://en.wikipedia.org/wiki/Justice,0.195490723,http://en.wikipedia.org/wiki/Reason,0.18706424,http://en.wikipedia.org/wiki/Thought,0.183968832,-1,600,20,0.116788754,0.02839,0.233568321
18,1,en,3480,vl,misc,0,17320,0.012610009,0.052541705,0.022067516,0.041770656,0.139104164,0.12820176,7.978261738,88.79310001,0.105625311,0.593272171,0.660055169,10,7411,127.8861087,http://en.wikipedia.org/wiki/Astronaut,0.009969796,http://en.wikipedia.org/wiki/Arctic,0.002435758,http://en.wikipedia.org/wiki/Global_warming,0.002348184,http://en.wikipedia.org/wiki/Altitude_sickness,0.002327324,http://en.wikipedia.org/wiki/Volcano,0.002086825,http://en.wikipedia.org/wiki/Reality,0.221180372,http://en.wikipedia.org/wiki/Art,0.221074362,http://en.wikipedia.org/wiki/Training,0.208507522,http://en.wikipedia.org/wiki/English_modal_verbs,0.202388937,http://en.wikipedia.org/wiki/Middle_English,0.198828618,-1,13,13,0.362034044,0.0588,0.414351321
19,1,en,2960,vit,stem,0,14900,0.026300236,0.040189125,0.018026005,0.036938534,0.112736407,0.131944444,8.04808052,78.62881576,0.192152655,0.596330275,0.638297872,6,6649,134.5951417,http://en.wikipedia.org/wiki/Protein,0.006877421,http://en.wikipedia.org/wiki/Systems_biology,0.002758958,http://en.wikipedia.org/wiki/Estimation_theory,0.002471258,http://en.wikipedia.org/wiki/Sycamore,0.00237185,http://en.wikipedia.org/wiki/Glycolysis,0.002359711,http://en.wikipedia.org/wiki/English_modal_verbs,0.274485187,http://en.wikipedia.org/wiki/Scientific_method,0.270099266,http://en.wikipedia.org/wiki/Reality,0.268834006,http://en.wikipedia.org/wiki/Being,0.260117219,http://en.wikipedia.org/wiki/United_Kingdom,0.251743824,5,180,6,0.187357178,0.02523,0.393248022
20,1,en,2060,vit,stem,0,14950,0.017750214,0.029298546,0.037639008,0.040419162,0.123823781,0.125748503,7.901208,82.02278077,0.23533756,0.501529052,0.614627887,12,4626,134.8688047,http://en.wikipedia.org/wiki/Belief_propagation,0.009238758,http://en.wikipedia.org/wiki/Entropy,0.008949427,http://en.wikipedia.org/wiki/Conditional_entropy,0.005456162,http://en.wikipedia.org/wiki/Algorithm,0.00518369,http://en.wikipedia.org/wiki/Partition_function_(statistical_mechanics),0.004814123,http://en.wikipedia.org/wiki/Algorithm,0.282802927,http://en.wikipedia.org/wiki/Function_(mathematics),0.271805659,http://en.wikipedia.org/wiki/Belief,0.261950811,http://en.wikipedia.org/wiki/Belief_propagation,0.257196546,http://en.wikipedia.org/wiki/Free_will,0.241217495,-1,283,5,0.279533719,0.17414,0.307197481
21,1,en,3080,vl,misc,0,13530,0.012523191,0.035366419,0.01461039,0.041396104,0.127435065,0.121173469,8.044261889,91.19565946,0.160518369,0.636085627,0.645060297,5,8368,162.8543626,http://en.wikipedia.org/wiki/Astronomical_unit,0.009494465,http://en.wikipedia.org/wiki/Solar_mass,0.006052507,http://en.wikipedia.org/wiki/Scientific_notation,0.004839005,http://en.wikipedia.org/wiki/Astronomy,0.00382114,http://en.wikipedia.org/wiki/Minute_and_second_of_arc,0.003398211,http://en.wikipedia.org/wiki/Time,0.218405421,http://en.wikipedia.org/wiki/English_modal_verbs,0.213146837,http://en.wikipedia.org/wiki/Being,0.199825527,http://en.wikipedia.org/wiki/Going-to_future,0.198111761,http://en.wikipedia.org/wiki/Astronomy,0.192854858,5,670,10,0.263979047,0.14191,0.325210294
22,1,en,920,vl,stem,0,16310,0.007553748,0.039511912,0.019755956,0.063916328,0.091226031,0.092969204,7.533246849,78.3396364,0,0.348623853,0.556653109,6,1705,111.6812227,http://en.wikipedia.org/wiki/Autoencoder,0.026101735,http://en.wikipedia.org/wiki/Deep_learning,0.011502542,http://en.wikipedia.org/wiki/Sugar,0.003801913,http://en.wikipedia.org/wiki/Computer_vision,0.003093075,http://en.wikipedia.org/wiki/Loss_function,0.003013211,http://en.wikipedia.org/wiki/Autoencoder,0.406710346,http://en.wikipedia.org/wiki/Supervised_learning,0.201385903,http://en.wikipedia.org/wiki/Machine_learning,0.191104744,http://en.wikipedia.org/wiki/Software_framework,0.190287246,http://en.wikipedia.org/wiki/Time,0.185288413,-1,71,15,0.155759389,0.0859,0.203029118
23,1,en,2760,vl,misc,0,13600,0.007566204,0.039722573,0.014291719,0.037831021,0.152795292,0.101092896,8.415719983,90.73652819,0.256671528,0.590214067,0.563682219,4,4671,101.6171139,http://en.wikipedia.org/wiki/Blues,0.005633487,http://en.wikipedia.org/wiki/Jazz,0.002633489,http://en.wikipedia.org/wiki/Arecaceae,0.002455552,http://en.wikipedia.org/wiki/Modernism,0.00229241,http://en.wikipedia.org/wiki/Poetry,0.002246674,http://en.wikipedia.org/wiki/Politics_of_the_United_States,0.236973488,http://en.wikipedia.org/wiki/Being,0.236233497,http://en.wikipedia.org/wiki/Consciousness,0.207866759,http://en.wikipedia.org/wiki/Human_nature,0.20272234,http://en.wikipedia.org/wiki/Shipbuilding,0.193403131,5,826,27,0.17953783,0.03219,0.318828854
24,1,en,1470,vl,stem,0,17030,0.01545396,0.041854475,0.019961365,0.03605924,0.096157974,0.147027259,7.998106097,81.2867945,0,0.556574924,0.60313372,10,4659,190.6821282,http://en.wikipedia.org/wiki/Machine_learning,0.01628688,http://en.wikipedia.org/wiki/Atheism,0.004903436,http://en.wikipedia.org/wiki/Decision_tree,0.004559166,http://en.wikipedia.org/wiki/Feature_engineering,0.004152472,http://en.wikipedia.org/wiki/Agnosticism,0.003726146,http://en.wikipedia.org/wiki/Teleological_argument,0.235625571,http://en.wikipedia.org/wiki/Machine_learning,0.225631709,http://en.wikipedia.org/wiki/Scientific_method,0.225246539,http://en.wikipedia.org/wiki/Time,0.208610688,http://en.wikipedia.org/wiki/Understanding,0.207799085,4.5,61,36,0.345848265,0.17503,0.382425273
25,1,en,3180,vtt,stem,0,14580,0.017530657,0.03523839,0.021160742,0.039621055,0.126211873,0.133604852,8.305351283,85.66823344,0.179754416,0.73088685,0.624950197,3,21871,413.0500472,http://en.wikipedia.org/wiki/Reinforcement_learning,0.015173955,http://en.wikipedia.org/wiki/Algorithm,0.007041655,http://en.wikipedia.org/wiki/Probability,0.002592893,http://en.wikipedia.org/wiki/Probability_distribution,0.002342283,http://en.wikipedia.org/wiki/Machine_learning,0.00212123,http://en.wikipedia.org/wiki/Learning,0.251895988,http://en.wikipedia.org/wiki/Reality,0.223491565,http://en.wikipedia.org/wiki/Algorithm,0.222994506,http://en.wikipedia.org/wiki/Being,0.217458305,http://en.wikipedia.org/wiki/English_modal_verbs,0.213220492,5,3402,43,0.330641486,0.20166,0.339283582
26,1,en,3060,vl,stem,0,14130,0.01661985,0.030547753,0.013576779,0.035931648,0.137523408,0.146301498,7.968335712,93.10554403,0.315193241,0.617737003,0.633075843,8,8301,162.8179144,http://en.wikipedia.org/wiki/Defensive_programming,0.005094921,http://en.wikipedia.org/wiki/Integer_(computer_science),0.005077497,http://en.wikipedia.org/wiki/Flowchart,0.00438378,http://en.wikipedia.org/wiki/Tuple,0.003983347,http://en.wikipedia.org/wiki/OpenCourseWare,0.003875362,http://en.wikipedia.org/wiki/For_loop,0.291045919,http://en.wikipedia.org/wiki/Going-to_future,0.214413559,http://en.wikipedia.org/wiki/I,0.185067555,http://en.wikipedia.org/wiki/English_modal_verbs,0.180019196,http://en.wikipedia.org/wiki/Justice,0.175949637,5,1533,18,0.411933095,0.24158,0.440828565
27,1,en,1580,vl,stem,0,13130,0.016079633,0.042113323,0.029096478,0.029606942,0.134507402,0.111281266,8.048943021,76.720631,0.230508604,0.510703364,0.586523737,8,3851,145.7791798,http://en.wikipedia.org/wiki/Histogram,0.010672939,http://en.wikipedia.org/wiki/Feature_(machine_learning),0.004295071,http://en.wikipedia.org/wiki/Kernel_(operating_system),0.003598222,http://en.wikipedia.org/wiki/Shape_context,0.003036916,http://en.wikipedia.org/wiki/Latent_semantic_analysis,0.00276081,http://en.wikipedia.org/wiki/Feature_(machine_learning),0.235134464,http://en.wikipedia.org/wiki/Being,0.215047789,http://en.wikipedia.org/wiki/Computer_vision,0.210590441,http://en.wikipedia.org/wiki/English_modal_verbs,0.203754842,http://en.wikipedia.org/wiki/Human_nature,0.190860215,3,2814,32,0.267356784,0.16336,0.306791683
28,1,en,3080,vl,stem,0,11730,0.020839448,0.038743763,0.025975932,0.046962137,0.100968594,0.135309657,8.025277959,92.41858189,0.322953934,0.599388379,0.640299384,4,6684,130.1655307,http://en.wikipedia.org/wiki/Inductance,0.006022217,http://en.wikipedia.org/wiki/Omega,0.00505184,http://en.wikipedia.org/wiki/Standing_wave,0.004890608,http://en.wikipedia.org/wiki/Trigonometric_functions,0.004689331,http://en.wikipedia.org/wiki/Electromagnetic_radiation,0.003583713,http://en.wikipedia.org/wiki/Imaginary_unit,0.261801992,http://en.wikipedia.org/wiki/Time,0.215955484,http://en.wikipedia.org/wiki/Free_will,0.207103792,http://en.wikipedia.org/wiki/Speed_of_light,0.206026198,http://en.wikipedia.org/wiki/English_modal_verbs,0.201228772,5,542,21,0.205873185,0.01933,0.332228585
29,1,en,4870,vit,stem,0,16350,0.030145113,0.046019402,0.010582859,0.047783212,0.092680189,0.164194661,7.891582343,90.47038152,0,0.599388379,0.663753708,9,12127,149.4393099,http://en.wikipedia.org/wiki/Ontology,0.009435414,http://en.wikipedia.org/wiki/Noun_phrase,0.005639712,http://en.wikipedia.org/wiki/Knowledge_base,0.004506911,http://en.wikipedia.org/wiki/Machine_learning,0.004313719,http://en.wikipedia.org/wiki/Metadata,0.003314678,http://en.wikipedia.org/wiki/English_modal_verbs,0.208134038,http://en.wikipedia.org/wiki/Learning,0.192978162,http://en.wikipedia.org/wiki/Reality,0.180410029,http://en.wikipedia.org/wiki/Justice,0.175812143,http://en.wikipedia.org/wiki/Knowledge,0.174002597,5,267,6,0.039752756,0.00968,0.051694496
30,1,en,1070,vl,stem,0,15590,0.023781903,0.033642691,0.040603248,0.040603248,0.115429234,0.116589327,7.549519039,85.44998886,0,0.394495413,0.617169374,8,1690,94.76635514,http://en.wikipedia.org/wiki/Activity_recognition,0.00743327,http://en.wikipedia.org/wiki/Unsupervised_learning,0.005209929,http://en.wikipedia.org/wiki/Digital_video_recorder,0.00517575,http://en.wikipedia.org/wiki/Letter_case,0.004757995,http://en.wikipedia.org/wiki/Invented_tradition,0.003363903,http://en.wikipedia.org/wiki/Real_presence_of_Christ_in_the_Eucharist,0.241642039,http://en.wikipedia.org/wiki/Time,0.240398372,http://en.wikipedia.org/wiki/Free_will,0.236825482,http://en.wikipedia.org/wiki/Uses_of_English_verb_forms,0.231649095,http://en.wikipedia.org/wiki/Reality,0.231173994,-1,311,9,0.099986189,0.05171,0.102884485
31,1,en,2110,vtt,stem,1,13950,0.019376071,0.029404892,0.014799813,0.040251597,0.107337592,0.129615205,8.431722034,89.9415205,0.274152082,0.795107034,0.632010438,6,50080,1424.751067,http://en.wikipedia.org/wiki/Minimax,0.005221149,http://en.wikipedia.org/wiki/Algorithm,0.004960891,http://en.wikipedia.org/wiki/Nash_equilibrium,0.004135257,http://en.wikipedia.org/wiki/Game_theory,0.003425458,http://en.wikipedia.org/wiki/Minimax_estimator,0.002648355,http://en.wikipedia.org/wiki/English_modal_verbs,0.200688991,http://en.wikipedia.org/wiki/Being,0.196795667,http://en.wikipedia.org/wiki/Justice,0.181912683,http://en.wikipedia.org/wiki/Time,0.179637453,http://en.wikipedia.org/wiki/Going-to_future,0.178726045,5,3575,13,0.283588469,0.12588,0.377026584
32,1,en,5270,vl,stem,1,14860,0.021791079,0.03669777,0.018377333,0.041590806,0.12366295,0.133306782,8.389986131,91.54507212,0.389408199,0.77675841,0.643291989,3,34429,392.2787695,http://en.wikipedia.org/wiki/Histogram,0.004048975,http://en.wikipedia.org/wiki/Metadata,0.003992069,http://en.wikipedia.org/wiki/Feature_(machine_learning),0.003308334,http://en.wikipedia.org/wiki/Web_search_engine,0.002212791,http://en.wikipedia.org/wiki/Pixel,0.002102629,http://en.wikipedia.org/wiki/English_modal_verbs,0.226860879,http://en.wikipedia.org/wiki/Free_will,0.218373913,http://en.wikipedia.org/wiki/Human_nature,0.187221921,http://en.wikipedia.org/wiki/United_Kingdom,0.186243657,http://en.wikipedia.org/wiki/Being,0.176529758,5,437,8,0.043871629,0.01647,0.075196224
